user_id,69,122,185,371,517,581,654,767,1042,1278
69,0.9999999999999999,0.890676829853191,0.8193575682623556,0.8086958033542906,0.8569959082972058,0.9105338689811291,0.9223713591171032,0.8797982738198746,0.8299497549313111,0.8072354505853322
122,0.890676829853191,0.9999999999999999,0.861531482246704,0.7762699454005186,0.7931546739379376,0.9682377132717394,0.8875978870394713,0.8575008577253009,0.8226583031528638,0.7700071173235603
185,0.8193575682623556,0.861531482246704,1.0,0.8848281395803369,0.8904077732202026,0.9167559546829792,0.9492643017780019,0.8381946470623809,0.8787292699333283,0.9346512485866935
371,0.8086958033542906,0.7762699454005186,0.8848281395803369,1.0,0.8696234417212814,0.8859049873291781,0.8861480307777462,0.6278634803635577,0.9658141931976155,0.964147083629048
517,0.8569959082972058,0.7931546739379376,0.8904077732202026,0.8696234417212814,0.9999999999999999,0.8339892751300455,0.9661478323258668,0.7401376804697634,0.8514720524621591,0.9351920787403096
581,0.9105338689811291,0.9682377132717394,0.9167559546829792,0.8859049873291781,0.8339892751300455,1.0,0.9259494997335183,0.8498355643592901,0.9185394058548255,0.8661786141801833
654,0.9223713591171032,0.8875978870394713,0.9492643017780019,0.8861480307777462,0.9661478323258668,0.9259494997335183,1.0,0.864092859617918,0.8788318463115614,0.9361883603378447
767,0.8797982738198746,0.8575008577253009,0.8381946470623809,0.6278634803635577,0.7401376804697634,0.8498355643592901,0.864092859617918,1.0,0.6463376778970915,0.6887330615077296
1042,0.8299497549313111,0.8226583031528638,0.8787292699333283,0.9658141931976155,0.8514720524621591,0.9185394058548255,0.8788318463115614,0.6463376778970915,1.0000000000000002,0.9203625541804192
1278,0.8072354505853322,0.7700071173235603,0.9346512485866935,0.964147083629048,0.9351920787403096,0.8661786141801833,0.9361883603378447,0.6887330615077296,0.9203625541804192,1.0
